COD_CURSO;COD_DISCIPLINA;COD_TURMA;PERIODO_IDEAL;NOME_DISCIPLINA;VAGAS_OFERECIDAS;DIA_SEMANA;HR_INICIO;HR_FIM;NUM_SALA;NOME_DOCENTE
GAUT;GELE7163;653034;4;ELETRÔNICA DIGITAL;15;QUI;12:50:00;14:30:00;E-212;THAYZA MARCELA VAN DER LAAN MELO
GEL;GELE7163;233266;4;ELETRÔNICA DIGITAL;15;QUI;14:35:00;16:15:00;E-210;LUCIANA FALETTI ALMEIDA
GEL;GELE7163;233266;4;ELETRÔNICA DIGITAL;15;QUI;08:55:00;11:30:00;H-104;LUCIANA FALETTI ALMEIDA
GEL;GELE7163;233266;4;ELETRÔNICA DIGITAL;15;QUI;08:55:00;11:30:00;H-104;THAYZA MARCELA VAN DER LAAN MELO
GEL;GELE7163;233266;4;ELETRÔNICA DIGITAL;15;QUI;14:35:00;16:15:00;E-210;THAYZA MARCELA VAN DER LAAN MELO
GELT;GELE7163;333266;4;ELETRÔNICA DIGITAL;15;QUI;08:55:00;11:30:00;H-104;LUCIANA FALETTI ALMEIDA
GELT;GELE7163;333266;4;ELETRÔNICA DIGITAL;15;QUI;08:55:00;11:30:00;H-104;THAYZA MARCELA VAN DER LAAN MELO
GELT;GELE7163;333266;4;ELETRÔNICA DIGITAL;15;QUI;12:50:00;14:30:00;E-210;LUCIANA FALETTI ALMEIDA
GELT;GELE7163;333266;4;ELETRÔNICA DIGITAL;15;QUI;12:50:00;14:30:00;E-210;THAYZA MARCELA VAN DER LAAN MELO
GTEL;GELE7163;530261;4;ELETRÔNICA DIGITAL;15;QUI;08:55:00;11:30:00;H-104;LUCIANA FALETTI ALMEIDA
GTEL;GELE7163;530261;4;ELETRÔNICA DIGITAL;15;QUI;08:55:00;11:30:00;H-104;THAYZA MARCELA VAN DER LAAN MELO
GTEL;GELE7163;530261;4;ELETRÔNICA DIGITAL;15;QUI;14:35:00;16:15:00;E-212;LUCIANA FALETTI ALMEIDA
GTEL;GELE7163;530261;4;ELETRÔNICA DIGITAL;15;QUI;14:35:00;16:15:00;E-212;THAYZA MARCELA VAN DER LAAN MELO
GAUT;GELE7151;654032;5;ELETRÔNICA I;16;TER;12:50:00;14:30:00;CAMPIII205;THAYZA MARCELA VAN DER LAAN MELO
GAUT;GELE7151;654032;5;ELETRÔNICA I;16;TER;14:35:00;16:15:00;E-212;THAYZA MARCELA VAN DER LAAN MELO
GEL;GELE7151;242350;5;ELETRÔNICA I;16;TER;12:50:00;14:30:00;CAMPIII205;THAYZA MARCELA VAN DER LAAN MELO
GEL;GELE7151;242350;5;ELETRÔNICA I;16;TER;14:35:00;16:15:00;E-210;ANDERSON OLIVEIRA SILVA
GEL;GELE7151;242350;5;ELETRÔNICA I;16;TER;12:50:00;14:30:00;CAMPIII205;ANDERSON OLIVEIRA SILVA
GEL;GELE7151;242350;5;ELETRÔNICA I;16;TER;14:35:00;16:15:00;E-210;THAYZA MARCELA VAN DER LAAN MELO
GELT;GELE7151;342349;5;ELETRÔNICA I;16;SEG;15:25:00;17:20:00;D-226;ANDERSON OLIVEIRA SILVA
GELT;GELE7151;342349;5;ELETRÔNICA I;16;SEG;17:20:00;19:00:00;E-212;ANDERSON OLIVEIRA SILVA
GTEL;GELE7151;540331;5;ELETRÔNICA I;16;SEG;15:25:00;17:20:00;D-226;ANDERSON OLIVEIRA SILVA
GTEL;GELE7151;540331;5;ELETRÔNICA I;16;SEG;15:25:00;17:20:00;D-226;THAYZA MARCELA VAN DER LAAN MELO
GTEL;GELE7151;540331;5;ELETRÔNICA I;16;SEG;17:20:00;19:00:00;E-212;ANDERSON OLIVEIRA SILVA
GTEL;GELE7151;540331;5;ELETRÔNICA I;16;SEG;17:20:00;19:00:00;E-212;THAYZA MARCELA VAN DER LAAN MELO
GAUT;GELE7164;655041;6;ELETRÔNICA II;16;QUA;16:30:00;18:10:00;E-210;ULISSES DE FREITAS CARNEIRO DA GRACA
GAUT;GELE7164;655041;6;ELETRÔNICA II;16;QUA;16:30:00;18:10:00;E-210;MILENA FARIA PINTO
GAUT;GELE7164;655041;6;ELETRÔNICA II;16;QUA;18:10:00;19:50:00;D-224;ULISSES DE FREITAS CARNEIRO DA GRACA
GAUT;GELE7164;655041;6;ELETRÔNICA II;16;QUA;18:10:00;19:50:00;D-224;MILENA FARIA PINTO
GEL;GELE7164;252454;6;ELETRÔNICA II;16;QUA;18:10:00;19:50:00;E-415;MILENA FARIA PINTO
GEL;GELE7164;252454;6;ELETRÔNICA II;16;QUA;14:35:00;16:15:00;E-210;ULISSES DE FREITAS CARNEIRO DA GRACA
GEL;GELE7164;252454;6;ELETRÔNICA II;16;QUA;14:35:00;16:15:00;E-210;MILENA FARIA PINTO
GEL;GELE7164;252454;6;ELETRÔNICA II;16;QUA;18:10:00;19:50:00;E-415;ULISSES DE FREITAS CARNEIRO DA GRACA
GELT;GELE7164;352462;6;ELETRÔNICA II;16;QUA;16:30:00;18:10:00;E-210;ULISSES DE FREITAS CARNEIRO DA GRACA
GELT;GELE7164;352462;6;ELETRÔNICA II;16;QUA;16:30:00;18:10:00;E-210;MILENA FARIA PINTO
GELT;GELE7164;352462;6;ELETRÔNICA II;16;QUA;18:10:00;19:50:00;D-224;ULISSES DE FREITAS CARNEIRO DA GRACA
GELT;GELE7164;352462;6;ELETRÔNICA II;16;QUA;18:10:00;19:50:00;D-224;MILENA FARIA PINTO
GTEL;GELE7164;550420;6;ELETRÔNICA II;16;QUA;14:35:00;16:15:00;E-210;ULISSES DE FREITAS CARNEIRO DA GRACA
GTEL;GELE7164;550420;6;ELETRÔNICA II;16;QUA;14:35:00;16:15:00;E-210;MILENA FARIA PINTO
GTEL;GELE7164;550420;6;ELETRÔNICA II;16;QUI;16:30:00;18:10:00;E-415;ULISSES DE FREITAS CARNEIRO DA GRACA
GTEL;GELE7164;550420;6;ELETRÔNICA II;16;QUI;16:30:00;18:10:00;E-415;MILENA FARIA PINTO
GAUT;GELE7172;656006;7;ELETRÔNICA III;12;QUI;07:00:00;08:40:00;E-307;ALINE GESUALDI MANHAES
GAUT;GELE7172;656006;7;ELETRÔNICA III;12;QUI;07:00:00;08:40:00;E-307;THAYZA MARCELA VAN DER LAAN MELO
GAUT;GELE7172;656006;7;ELETRÔNICA III;12;QUI;10:40:00;12:20:00;E-212;ALINE GESUALDI MANHAES
GAUT;GELE7172;656006;7;ELETRÔNICA III;12;QUI;10:40:00;12:20:00;E-212;THAYZA MARCELA VAN DER LAAN MELO
GELT;GELE7172;362569;7;ELETRÔNICA III;12;QUI;07:00:00;08:40:00;E-307;ALINE GESUALDI MANHAES
GELT;GELE7172;362569;7;ELETRÔNICA III;12;QUI;07:00:00;08:40:00;E-307;THAYZA MARCELA VAN DER LAAN MELO
GELT;GELE7172;362569;7;ELETRÔNICA III;12;QUI;08:55:00;10:35:00;E-212;ALINE GESUALDI MANHAES
GELT;GELE7172;362569;7;ELETRÔNICA III;12;QUI;08:55:00;10:35:00;E-212;THAYZA MARCELA VAN DER LAAN MELO
GTEL;GELE7172;560488;7;ELETRÔNICA III;12;QUI;07:00:00;08:40:00;E-307;ALINE GESUALDI MANHAES
GTEL;GELE7172;560488;7;ELETRÔNICA III;12;QUI;07:00:00;08:40:00;E-307;THAYZA MARCELA VAN DER LAAN MELO
GTEL;GELE7172;560488;7;ELETRÔNICA III;12;QUI;10:40:00;12:20:00;E-212;ALINE GESUALDI MANHAES
GTEL;GELE7172;560488;7;ELETRÔNICA III;12;QUI;10:40:00;12:20:00;E-212;THAYZA MARCELA VAN DER LAAN MELO
GAUT;GELE7326;657005;8;ELETRÔNICA INDUSTRIAL;15;TER;18:10:00;20:40:00;H-103;MAMOUR SOP NDIAYE
GAUT;GELE7326;657005;8;ELETRÔNICA INDUSTRIAL;15;SEX;16:30:00;18:10:00;E-313;MAMOUR SOP NDIAYE
GEL;GELE7182;272558;8;ELETRÔNICA INDUSTRIAL;30;TER;18:10:00;20:40:00;H-103;MAMOUR SOP NDIAYE
GEL;GELE7182;272558;8;ELETRÔNICA INDUSTRIAL;30;SEX;16:30:00;18:10:00;E-301;MAMOUR SOP NDIAYE
GELT;GELE7326;372553;8;ELETRÔNICA INDUSTRIAL;15;QUA;10:40:00;12:20:00;E-214;ANDRE LUIS COSTA CANELLA
GELT;GELE7326;372553;8;ELETRÔNICA INDUSTRIAL;15;QUI;09:45:00;12:20:00;E-214;ANDRE LUIS COSTA CANELLA
BCC;GCC1313;930006;3;EMPREENDEDORISMO;40;SEG;13:40:00;15:25:00;E-209;RENATA FARIA DOS SANTOS
BCC;GADM1718;991735;0;EMPREENDEDORISMO SOCIOAMBIENTAL;6;TER;18:10:00;19:50:00;H-105;ALEXANDRE ALI GUIMARAES
GADM;GADM1718;811718;0;EMPREENDEDORISMO SOCIOAMBIENTAL;26;TER;18:10:00;19:50:00;H-105;ALEXANDRE ALI GUIMARAES
GAMB;GADM1718;191000;0;EMPREENDEDORISMO SOCIOAMBIENTAL;16;TER;18:10:00;19:50:00;H-105;ALEXANDRE ALI GUIMARAES
GEL;GADM1718;291000;0;EMPREENDEDORISMO SOCIOAMBIENTAL;6;TER;18:10:00;19:50:00;H-105;ALEXANDRE ALI GUIMARAES
GPROD;GADM1718;491000;0;EMPREENDEDORISMO SOCIOAMBIENTAL;6;TER;18:10:00;19:50:00;H-105;ALEXANDRE ALI GUIMARAES
GPROD;GPRO7202;420066;3;ENGENHARIA DE MÉTODOS;50;SEX;08:55:00;12:20:00;H-102;ANA LUIZA LIMA DE SOUZA
BCC;GCC1312;930005;3;ENGENHARIA DE REQUISITOS;40;SEG;18:10:00;21:30:00;P1-104;CARMEN LUCIA ASP DE QUEIROZ
BCC;GCC1521;951521;5;ENGENHARIA DE SOFTWARE;40;TER;18:10:00;21:30:00;P1-205;MARCELO AREAS RODRIGUES DA SILVA
GCIV;GCIV0806;700808;0;ENGENHARIA DE TRÁFEGO;30;TER;19:50:00;21:30:00;D-218;EUNICE HORACIO DE SOUZA DE BARROS TEIXEIRA RODRIGUES
GPROD;GPRO7702;477702;7;ENGENHARIA ECONÔMICA;40;TER;09:45:00;12:20:00;E-403;LICIA LAURA CRAVEIRO DE SOUZA QUEIROZ
BCC;GEXT7303;930001;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;40;SEG;15:25:00;17:20:00;E-307;GISELY DOS SANTOS PEREIRA
BCC;GEXT7303;930001;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;40;QUI;15:25:00;17:20:00;E-303;GISELY DOS SANTOS PEREIRA
GAMB;GEXT7303;137303;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;30;TER;14:35:00;16:15:00;H-101;MARCOS OLIVEIRA DE PINHO
GAMB;GEXT7303;137303;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;30;QUI;15:25:00;17:20:00;E-403;MARCOS OLIVEIRA DE PINHO
GAUT;GEXT7303;652018;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;TER;16:30:00;18:10:00;D-222;MARCOS HENRIQUE DA SILVA BASSANI
GAUT;GEXT7303;652018;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;QUI;14:35:00;16:15:00;CAMPIII203;MARCOS HENRIQUE DA SILVA BASSANI
GCIV;GEXT7303;720010;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;50;SEG;15:25:00;17:20:00;E-307;GISELY DOS SANTOS PEREIRA
GCIV;GEXT7303;720010;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;50;QUI;15:25:00;17:20:00;E-303;GISELY DOS SANTOS PEREIRA
GEL;GEXT7303;222229;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;QUI;16:30:00;18:10:00;CAMPIII203;MARCOS HENRIQUE DA SILVA BASSANI
GEL;GEXT7303;222229;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;QUA;15:25:00;17:20:00;E-301;MARCOS HENRIQUE DA SILVA BASSANI
GELT;GEXT7303;322229;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;QUA;15:25:00;17:20:00;E-301;MARCOS HENRIQUE DA SILVA BASSANI
GELT;GEXT7303;322229;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;QUI;16:30:00;18:10:00;CAMPIII203;MARCOS HENRIQUE DA SILVA BASSANI
GMEC;GEXT7303;120301;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;55;TER;10:40:00;12:20:00;H-103;OLIVIA TERRA COUTO
GMEC;GEXT7303;120301;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;55;QUA;07:00:00;08:40:00;H-102;OLIVIA TERRA COUTO
GPROD;GEXT7303;420069;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;55;TER;08:55:00;10:35:00;H-103;OLIVIA TERRA COUTO
GPROD;GEXT7303;420069;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;55;QUA;08:55:00;10:35:00;H-102;OLIVIA TERRA COUTO
GTEL;GEXT7303;520190;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;TER;16:30:00;18:10:00;D-222;MARCOS HENRIQUE DA SILVA BASSANI
GTEL;GEXT7303;520190;3;EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;25;QUI;14:35:00;16:15:00;CAMPIII203;MARCOS HENRIQUE DA SILVA BASSANI
GAMB;GEXT7304;147304;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;52;QUA;19:50:00;22:20:00;H-104;ALEXANDRE TOMAN
GAUT;GEXT7304;653032;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;26;QUA;12:50:00;15:25:00;CAMPIII203;ALEXANDRE TOMAN
GAUT;GEXT7304;653032;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;26;QUA;12:50:00;15:25:00;CAMPIII203;RODRIGO TOSTA PERES
GCIV;GEXT7304;730019;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;50;TER;13:40:00;16:15:00;E-307;ROBERTO SOUZA SA BARRETO
GEL;GEXT7304;233265;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;25;SEG;12:50:00;15:25:00;H-105;GISELY DOS SANTOS PEREIRA
GELT;GEXT7304;333265;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;25;SEG;12:50:00;15:25:00;H-105;GISELY DOS SANTOS PEREIRA
GMEC;GEXT7304;130362;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;50;QUI;07:00:00;09:45:00;E-415;ANDRE LUIZ CORDEIRO DOS SANTOS
GPROD;GEXT7304;430079;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;50;QUI;09:45:00;12:20:00;H-101;GISELY DOS SANTOS PEREIRA
GTEL;GEXT7304;530260;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;26;QUA;12:50:00;15:25:00;CAMPIII203;ALEXANDRE TOMAN
GTEL;GEXT7304;530260;4;EQUAÇÕES DIFERENCIAIS PARCIAIS E SÉRIES;26;QUA;12:50:00;15:25:00;CAMPIII203;RODRIGO TOSTA PERES
GPROD;GPRO7203;450084;6;ERGONOMIA;40;SEG;07:00:00;09:45:00;E-405;MARIA CLARA LIPPI
GEL;GELE7314;292574;10;ESTABILIDADE EM SISTEMAS DE POTÊNCIAS;20;SEG;15:25:00;18:10:00;E-313;JULIO CESAR DE CARVALHO FERREIRA
GADM;GADM1773;871773;7;ESTÁGIO;100;;;;;FERNANDO RAMOS CORREA
BCC;GCC1838;901838;8;ESTÁGIO SUPERVISIONADO;50;;;;;CAROLINA DE LIMA AGUILAR
GEL;GELE7094;282561;10;ESTÁGIO SUPERVISIONADO;100;;;;;MARCELO NESCI SOARES
GELT;GELE7195;382566;10;ESTÁGIO SUPERVISIONADO;28;;;;;JOAO ROBERTO DE TOLEDO QUADROS
GLEA;GLEA1882;111882;8;ESTÁGIO SUPERVISIONADO;40;TER;17:20:00;22:20:00;;GILEADE PEREIRA DE GODOI
GPROD;GPRO7807;470097;10;ESTÁGIO SUPERVISIONADO;100;;;;;BERNARDO JOSE LIMA GOMES
GTEL;GELE7294;580538;10;ESTÁGIO SUPERVISIONADO;100;;;;;RENATA BRAZ FALCAO DA COSTA
GAUT;GELE7295;660000;10;ESTÁGIO SUPERVISIONADO (AUTOMAÇÃO);50;TER;08:55:00;12:20:00;;LUIZ CARLOS CAMPOS PEDROZA
GCIV;GCIV8804;770012;8;ESTÁGIO SUPERVISIONADO (CIVIL);53;;;;;ROSANA DISCHINGER MIRANDA
GMEC;GMEC7601;180604;9;ESTÁGIO SUPERVISIONADO (MECÂNICA);100;;;;;TATIANE DE CAMPOS CHUVAS
GMEC;GMEC7601;180604;9;ESTÁGIO SUPERVISIONADO (MECÂNICA);100;;;;;MATHEUS CAMPOLINA MENDES
GAMB;GEAMB1938;101938;9;ESTÁGIO SUPERVISIONADO DE ENGENHARIA AMBIENTAL;100;;;;;JAQUELINE MARIA RIBEIRO VIEIRA
GMEC;GMEC7001;120330;3;ESTÁTICA;50;QUI;10:40:00;12:20:00;D-224;LAIS AMARAL ALVES
GMEC;GMEC7001;120330;3;ESTÁTICA;50;SEX;10:40:00;12:20:00;E-307;LAIS AMARAL ALVES
GAMB;GEXT7601;137601;3;ESTATÍSTICA;50;QUA;12:50:00;15:25:00;E-303;CAROLINE PONCE DE MORAES
GAUT;GEXT7601;652017;3;ESTATÍSTICA;25;SEG;09:45:00;12:20:00;H-102;ANNA REGINA CORBO COSTA
GCIV;GEXT7601;720014;3;ESTATÍSTICA;55;TER;12:50:00;15:25:00;E-209;CAROLINE PONCE DE MORAES
GEL;GEXT7601;222245;3;ESTATÍSTICA;25;TER;16:30:00;19:00:00;H-101;MARCOS OLIVEIRA DE PINHO
GELT;GEXT7601;322245;3;ESTATÍSTICA;25;TER;16:30:00;19:00:00;H-101;MARCOS OLIVEIRA DE PINHO
GFIS;GEXT7601;217303;3;ESTATÍSTICA;13;QUA;12:50:00;15:25:00;E-303;CAROLINE PONCE DE MORAES
GMEC;GEXT7601;120310;3;ESTATÍSTICA;50;SEG;09:45:00;12:20:00;H-102;ANNA REGINA CORBO COSTA
GPROD;GEXT7601;420065;3;ESTATÍSTICA;50;SEG;07:00:00;09:45:00;H-102;ANNA REGINA CORBO COSTA
GTEL;GEXT7601;520181;3;ESTATÍSTICA;25;SEG;09:45:00;12:20:00;H-102;ANNA REGINA CORBO COSTA
GADM;GADM1745;841745;4;ESTATÍSTICA APLICADA;60;TER;16:30:00;18:10:00;E-307;FABIO DE SIMONE E SOUZA
GADM;GADM1745;841745;4;ESTATÍSTICA APLICADA;60;QUI;16:30:00;18:10:00;E-307;FABIO DE SIMONE E SOUZA
GPROD;GPRO7835;407835;0;ESTATÍSTICA APLICADA;30;QUA;09:45:00;12:20:00;E-313;CAROLINE PONCE DE MORAES
GPROD;GPRO7502;440083;5;ESTATÍSTICA DA QUALIDADE E CONFIABILIDADE;50;TER;07:00:00;09:45:00;E-301;JOSE LUIZ FERNANDES
BCC;GCC1518;951518;5;ESTATÍSTICA E PROBABILIDADE;40;SEX;18:10:00;21:30:00;P1-204;MAYARA MIDORI OMAI
GADM;GADM1764;851764;6;ESTRATÉGIA EMPRESARIAL;55;TER;17:20:00;19:50:00;E-415;URSULA GOMES ROSA MARUYAMA
GPROD;GPRO7816;407816;0;ESTRATÉGIAS DE OPERAÇÕES;20;QUI;15:25:00;18:10:00;CAMPIII201;DIEGO CESAR CAVALCANTI DE ANDRADE
GADM;GADM1733;831733;3;ESTRUTURA E PROCESSOS ORGANIZACIONAIS;55;SEG;15:25:00;18:10:00;E-405;CARMELITA SENO CARDEIRA ALVES
GEL;GELE7308;207308;0;ESTRUTURAÇÃO DO SETOR ELÉTRICO;0;QUA;19:10:00;21:40:00;;MAURO SANDRO DOS REIS
BCC;GCC1207;920005-B;2;ESTRUTURAS DE DADOS;30;SEX;12:50:00;14:30:00;P1-104;MYRNA CECILIA MARTINS DOS SANTOS AMORIM
BCC;GCC1207;920005-B;2;ESTRUTURAS DE DADOS;30;QUA;12:50:00;14:30:00;E-307;MYRNA CECILIA MARTINS DOS SANTOS AMORIM
BCC;GCC1207;920005-A;2;ESTRUTURAS DE DADOS;30;QUA;12:50:00;14:30:00;E-307;MYRNA CECILIA MARTINS DOS SANTOS AMORIM
BCC;GCC1207;920005-A;2;ESTRUTURAS DE DADOS;30;SEX;14:35:00;16:15:00;P1-104;MYRNA CECILIA MARTINS DOS SANTOS AMORIM
GCIV;GCIV8706;760007;7;ESTRUTURAS I;45;QUI;19:50:00;21:30:00;D-226;RICARDO RODRIGUES DE ARAUJO
GCIV;GCIV8706;760007;7;ESTRUTURAS I;45;SEG;19:50:00;21:30:00;D-220;RICARDO RODRIGUES DE ARAUJO
GCIV;GCIV8805;770014;8;ESTRUTURAS II;45;TER;18:10:00;19:50:00;D-220;EDGAR GULDEN GRAVATA
GCIV;GCIV8805;770014;8;ESTRUTURAS II;45;QUI;18:10:00;19:50:00;D-216;EDGAR GULDEN GRAVATA
GCIV;GCIV8903;780019;9;ESTRUTURAS III;45;SEX;19:50:00;21:30:00;D-224;EDGAR GULDEN GRAVATA
GCIV;GCIV8903;780019;9;ESTRUTURAS III;45;QUI;19:50:00;21:30:00;D-226;EDGAR GULDEN GRAVATA
GCIV;GCIV8004;780027;10;ESTRUTURAS IV;45;QUI;18:10:00;19:50:00;D-210;RICARDO RODRIGUES DE ARAUJO
GCIV;GCIV8004;780027;10;ESTRUTURAS IV;45;TER;19:50:00;21:30:00;D-224;RICARDO RODRIGUES DE ARAUJO
GADM;GADM1012MA;811712;1;ÉTICA EMPRESARIAL;5;TER;07:00:00;08:45:00;E-415;MARCELO DE SOUSA NOGUEIRA
GCIV;GCIV8506;740027;5;FENÔMENOS DE TRANSFERÊNCIAS;45;SEG;19:50:00;21:30:00;D-224;MARCELO DE JESUS RODRIGUES DA NOBREGA
GCIV;GCIV8506;740027;5;FENÔMENOS DE TRANSFERÊNCIAS;45;SEX;19:50:00;21:30:00;D-220;MARCELO DE JESUS RODRIGUES DA NOBREGA
GAMB;GMEC7007;157007;5;FENÔMENOS DE TRANSPORTE;30;TER;16:30:00;18:10:00;E-209;THIAGO DE OLIVEIRA MACEDO
GAMB;GMEC7007;157007;5;FENÔMENOS DE TRANSPORTE;30;QUA;16:30:00;18:10:00;E-209;THIAGO DE OLIVEIRA MACEDO
GAUT;GMEC7007;654028;5;FENÔMENOS DE TRANSPORTE;15;SEG;19:00:00;22:20:00;H-101;CARLOS EDUARDO GUEDES CATUNDA
GEL;GMEC7007;242264;5;FENÔMENOS DE TRANSPORTE;15;SEG;19:00:00;22:20:00;H-101;CARLOS EDUARDO GUEDES CATUNDA
GELT;GMEC7007;342264;5;FENÔMENOS DE TRANSPORTE;15;SEG;19:00:00;22:20:00;H-101;CARLOS EDUARDO GUEDES CATUNDA
GPROD;GMEC7007;430080;5;FENÔMENOS DE TRANSPORTE;50;SEG;07:00:00;10:35:00;D-224;LUCIANA LOUREIRO DA SILVA MONTEIRO
GTEL;GMEC7007;530249;5;FENÔMENOS DE TRANSPORTE;15;SEG;19:00:00;22:20:00;H-101;CARLOS EDUARDO GUEDES CATUNDA
GPROD;GPRO7830;407830;0;FINANÇAS CORPORATIVAS;15;QUA;09:45:00;12:20:00;E-415;CARLOS ALBERTO GONCALVES DA SILVA
GFIS;GFIS8703;220004;7;FÍSICA ATÔMICA E MOLECULAR;20;QUA;10:40:00;12:20:00;CAMPIII204;NATALIA FERREIRA
GFIS;GFIS8703;220004;7;FÍSICA ATÔMICA E MOLECULAR;20;QUI;10:40:00;12:20:00;CAMPIII204;NATALIA FERREIRA
GFIS;GFIS1011MA;218101;1;FÍSICA BÁSICA I;20;QUA;14:35:00;16:15:00;E-403;CAROLINA VANNIER DOS SANTOS BORGES
GFIS;GFIS1011MA;218101;1;FÍSICA BÁSICA I;20;SEX;14:35:00;16:15:00;E-209;CAROLINA VANNIER DOS SANTOS BORGES
GFIS;GFIS8101;208101;1;FÍSICA BÁSICA I;20;QUA;14:35:00;16:15:00;;CAROLINA VANNIER DOS SANTOS BORGES
GFIS;GFIS8101;208101;1;FÍSICA BÁSICA I;20;SEX;14:35:00;16:15:00;;CAROLINA VANNIER DOS SANTOS BORGES
GFIS;GFIS8201;218102;2;FÍSICA BÁSICA II;20;QUA;12:50:00;16:15:00;E-405;NELSON LUIZ PANZA PEREIRA DA SILVA
GFIS;GFIS8302;228201;3;FÍSICA BÁSICA III;20;SEG;09:45:00;11:30:00;E-307;SHEILA CRISTINA RIBEIRO REGO
GFIS;GFIS8302;228201;3;FÍSICA BÁSICA III;20;QUI;08:55:00;10:35:00;H-103;SHEILA CRISTINA RIBEIRO REGO
GFIS;GFIS8402;220019;4;FÍSICA BÁSICA IV;20;SEG;10:40:00;12:20:00;E-405;CAROLINA VANNIER DOS SANTOS BORGES
GFIS;GFIS8402;220019;4;FÍSICA BÁSICA IV;20;QUA;10:40:00;12:20:00;E-405;CAROLINA VANNIER DOS SANTOS BORGES
GFIS;GFIS8406;218306;4;FÍSICA COMPUTACIONAL I;20;QUI;07:00:00;10:35:00;E-309;DIRCEU ATANAZIO PORTES JUNIOR
GFIS;GFIS8301;258301;3;FÍSICA MATEMÁTICA I;20;QUI;15:25:00;18:10:00;E-405;RICARDO CARDOSO PASQUALI
GFIS;GFIS8301;258301;3;FÍSICA MATEMÁTICA I;20;SEX;16:30:00;18:10:00;E-401;RICARDO CARDOSO PASQUALI
GFIS;GFIS8501;218320;5;FÍSICA MATEMÁTICA III;20;QUA;08:55:00;10:35:00;E-401;OZEMAR SOUTO VENTURA
GFIS;GFIS8501;218320;5;FÍSICA MATEMÁTICA III;20;QUI;09:45:00;11:25:00;E-311;OZEMAR SOUTO VENTURA
GFIS;GFIS8502;220014;5;FÍSICA MODERNA;20;QUA;12:50:00;14:30:00;E-305;NATALIA FERREIRA
GFIS;GFIS8502;220014;5;FÍSICA MODERNA;20;SEX;14:35:00;16:15:00;E-303;NATALIA FERREIRA
GFIS;GFIS8704;220003;7;FÍSICA NUCLEAR E PARTÍCULAS ELEMENTARES;20;SEX;08:55:00;12:20:00;CAMPIII204;FABIO ALEX PEREIRA DOS SANTOS
GAMB;GEXT7002;147002;4;FÍSICA TÉRMICA;20;QUA;12:50:00;16:15:00;E-405;NELSON LUIZ PANZA PEREIRA DA SILVA
GAUT;GEXT7002;653028;4;FÍSICA TÉRMICA;13;TER;16:30:00;19:50:00;E-301;HILARIO ANTONIO RODRIGUES GONCALVES
GCIV;GEXT7002;730020;4;FÍSICA TÉRMICA;30;QUA;12:50:00;16:15:00;E-405;NELSON LUIZ PANZA PEREIRA DA SILVA
GEL;GEXT7002;232270;4;FÍSICA TÉRMICA;13;TER;16:30:00;19:50:00;E-301;LUIS FERNANDO DOS SANTOS
GELT;GEXT7002;332270;4;FÍSICA TÉRMICA;13;TER;16:30:00;19:50:00;E-301;HILARIO ANTONIO RODRIGUES GONCALVES
GMEC;GEXT7002;130346;4;FÍSICA TÉRMICA;50;SEX;07:00:00;10:35:00;E-307;OZEMAR SOUTO VENTURA
GPROD;GEXT7002;430075;4;FÍSICA TÉRMICA;50;QUA;07:00:00;08:40:00;E-401;OZEMAR SOUTO VENTURA
GPROD;GEXT7002;430075;4;FÍSICA TÉRMICA;50;QUI;07:00:00;08:40:00;E-401;OZEMAR SOUTO VENTURA
GTEL;GEXT7002;530298;4;FÍSICA TÉRMICA;13;TER;16:30:00;19:50:00;E-301;HILARIO ANTONIO RODRIGUES GONCALVES
